player_id,name,name_norm,ioc,first_seen_date,last_seen_date,match_count
76485336,Gaston Gaudio,gaston gaudio,ARG,2000-01-17,2009-05-25,63
61580393,Genaro Alberto Olivieri,genaro alberto olivieri,ARG,2023-05-29,2023-05-29,3
8684710,Geoffrey Blancaneaux,geoffrey blancaneaux,FRA,2017-08-28,2022-05-23,2
68445073,George Bastl,george bastl,SUI,2000-01-17,2006-08-28,13
89267594,George Loffhagen,george loffhagen,GBR,2023-03-07,2025-07-01,1
50263881,Gerald Melzer,gerald melzer,AUT,2016-05-23,2018-01-15,3
47972717,Germain Gigounon,germain gigounon,BEL,2015-05-24,2015-05-24,1
88049074,German Puentes,german puentes,ESP,2001-01-15,2001-08-27,4
70953166,Gianluca Mager,gianluca mager,ITA,2020-08-31,2022-01-17,9
87536495,Gianluca Pozzi,gianluca pozzi,ITA,2000-01-17,2001-08-27,14
4931224,Gianni Mina,gianni mina,FRA,2010-05-24,2010-05-24,1
77310196,Gigante M.,gigante m,ITA,2025-01-12,2025-05-30,4
18228957,Gijs Brouwer,gijs brouwer,NED,2022-08-29,2023-03-07,3
95338461,Gilles Elseneer,gilles elseneer,BEL,2003-06-23,2005-08-29,10
43848423,Gilles Muller,gilles muller,LUX,2004-01-19,2018-08-27,78
9703797,Gilles Simon,gilles simon,FRA,2005-05-23,2022-05-23,152
5819648,Giorgio Galimberti,giorgio galimberti,ITA,2002-05-27,2005-08-29,6
30451190,Giovanni Lapentti,giovanni lapentti,ECU,2003-05-26,2009-08-31,2
51899349,Giovanni Mpetshi Perricard,giovanni mpetshi perricard,FRA,2023-05-29,2024-08-26,7
75455260,Giulio Zeppieri,giulio zeppieri,ITA,2022-05-23,2025-07-01,7
84173088,Gleb Sakharov,gleb sakharov,FRA,2019-01-14,2019-01-14,1
85365525,Glenn Weiner,glenn weiner,USA,2004-01-19,2005-08-29,4
46197232,Go Soeda,go soeda,JPN,2007-01-15,2020-08-31,22
34096046,Gomez F.A.,gomez fa,ARG,2025-05-27,2025-05-29,2
29156826,Goran Ivanisevic,goran ivanisevic,CRO,2000-01-17,2004-06-21,20
16738647,Gouichi Motomura,gouichi motomura,JPN,2000-01-17,2003-01-13,2
65087101,Grant Stafford,grant stafford,RSA,2000-01-17,2000-01-17,2
51050326,Greg Jones,greg jones,AUS,2012-01-16,2012-01-16,1
72658617,Greg Rusedski,greg rusedski,GBR,2000-05-29,2006-08-28,45
35866729,Grega Zemlja,grega zemlja,SLO,2009-06-22,2013-08-26,19
72552718,Gregoire Barrere,gregoire barrere,FRA,2016-05-23,2024-05-27,25
14767490,Gregory Carraz,gregory carraz,FRA,2002-06-24,2005-01-17,12
9095611,Grigor Dimitrov,grigor dimitrov,BUL,2009-06-22,2025-07-07,154
86025420,Guido Andreozzi,guido andreozzi,ARG,2012-08-27,2019-05-27,9
27864298,Guido Pella,guido pella,ARG,2012-08-27,2023-08-28,55
84997714,Guilherme Clezar,guilherme clezar,BRA,2016-08-29,2016-08-29,1
2578353,Guillaume Raoux,guillaume raoux,FRA,2000-05-29,2000-05-29,1
14169327,Guillaume Rufin,guillaume rufin,FRA,2009-05-25,2013-08-26,18
95235646,Guillermo Alcaide,guillermo alcaide,ESP,2010-06-21,2010-06-21,1
24792278,Guillermo Canas,guillermo canas,ARG,2000-01-17,2009-06-22,62
95793679,Guillermo Coria,guillermo coria,ARG,2000-05-29,2008-05-25,60
47903199,Guillermo Garcia Lopez,guillermo garcia lopez,ESP,2004-05-24,2019-08-26,101
6274934,Gustavo Heide,gustavo heide,BRA,2024-05-27,2024-05-27,1
33420453,Gustavo Kuerten,gustavo kuerten,BRA,2000-01-17,2008-05-25,57
60588347,Habib H.,habib h,LBN,2025-01-12,2025-01-15,2
19744841,Hamad Medjedovic,hamad medjedovic,SRB,2023-03-07,2025-07-01,4
71659382,Harel Levy,harel levy,ISR,2000-05-29,2008-01-14,17
53404244,Harold Mayot,harold mayot,FRA,2020-09-28,2024-05-27,4
90254740,Hassan B.,hassan b,LBN,2025-05-25,2025-05-25,1
90934312,Henri Laaksonen,henri laaksonen,SUI,2017-03-07,2022-06-27,20
69909514,Henri Squire,henri squire,GER,2024-05-27,2024-05-27,2
71955015,Henry Searle,henry searle,GBR,2024-01-07,2025-06-30,1
49503595,Hermes Gamonal,hermes gamonal,CHI,2003-05-26,2003-05-26,1
72268409,Hernan Gumy,hernan gumy,ARG,2000-01-17,2000-08-28,6
2070089,Hicham Arazi,hicham arazi,MAR,2000-01-17,2004-08-30,48
31120675,Hiroki Moriya,hiroki moriya,JPN,2012-08-27,2015-06-29,3
66711212,Holger Rune,holger rune,DEN,2021-08-30,2025-06-30,37
96755876,Holmgren A.,holmgren a,DEN,2025-07-01,2025-07-05,3
4910374,Horacio Zeballos,horacio zeballos,ARG,2009-08-31,2018-05-28,33
13023002,Hubert Hurkacz,hubert hurkacz,POL,2018-02-07,2025-05-27,61
92320127,Hugo Armando,hugo armando,USA,2001-08-27,2005-05-23,2
44469255,Hugo Dellien,hugo dellien,BOL,2019-01-07,2025-06-30,16
38380125,Hugo Gaston,hugo gaston,FRA,2020-01-20,2025-07-01,21
42474932,Hugo Grenier,hugo grenier,FRA,2022-06-27,2024-08-26,8
10991086,Hyeon Chung,hyeon chung,KOR,2015-06-29,2019-08-26,25
41486460,Hyung Taik Lee,hyung taik lee,KOR,2000-08-28,2008-08-25,51
54095450,Igor Andreev,igor andreev,RUS,2004-01-19,2013-06-24,68
42659886,Igor Gaudi,igor gaudi,ITA,2000-06-26,2000-06-26,1
12657736,Igor Kunitsyn,igor kunitsyn,RUS,2002-08-26,2012-06-25,32
52077976,Igor Sijsling,igor sijsling,NED,2011-06-20,2016-06-27,21
84199880,Ilija Bozoljac,ilija bozoljac,SRB,2006-05-29,2010-06-21,9
8920725,Illya Marchenko,illya marchenko,UKR,2010-01-18,2017-03-07,26
67817950,Ilya Ivashka,ilya ivashka,BLR,2016-08-29,2023-08-28,25
23777341,Inigo Cervantes Huegun,inigo cervantes huegun,ESP,2012-06-25,2016-08-29,6
48530928,Irakli Labadze,irakli labadze,GEO,2002-01-14,2006-06-26,20
74784875,Ivan Dodig,ivan dodig,CRO,2010-01-18,2017-01-16,40
60508851,Ivan Ljubicic,ivan ljubicic,CRO,2000-01-17,2012-01-16,94
31599521,Ivan Miranda,ivan miranda,PER,2002-05-27,2004-01-19,3
45527413,Ivan Navarro,ivan navarro,ESP,2004-06-21,2009-08-31,11
68349476,Ivan Sergeyev,ivan sergeyev,UKR,2010-01-18,2010-01-18,2
22463531,Ivo Heuberger,ivo heuberger,SUI,2001-01-15,2004-08-30,13
27478666,Ivo Karlovic,ivo karlovic,CRO,2003-06-23,2021-08-30,117
69162879,Ivo Minar,ivo minar,CZE,2005-06-20,2009-06-22,16
86287752,Izak Van Der Merwe,izak van der merwe,RSA,2008-06-23,2008-06-23,1
95035878,J J Wolf,j j wolf,USA,2020-08-31,2024-05-27,16
99471753,Jack Brasington,jack brasington,USA,2001-08-27,2003-01-13,8
73914024,Jack Draper,jack draper,GBR,2021-06-28,2025-07-03,23
76699505,Jack Sock,jack sock,USA,2010-08-30,2022-08-29,63
17301710,Jacob Adaktusson,jacob adaktusson,SWE,2006-01-16,2006-01-16,1
35516306,Jacob Fearnley,jacob fearnley,GBR,2024-01-07,2025-06-30,7
96731345,Jacobo Diaz,jacobo diaz,ESP,2000-01-17,2003-01-13,10
88300054,Jakub Mensik,jakub mensik,CZE,2023-08-28,2025-07-05,9
65398497,James Blake,james blake,USA,2001-08-27,2013-08-26,101
88990078,James Duckworth,james duckworth,AUS,2012-01-16,2025-06-30,44
9934620,James Mccabe,james mccabe,AUS,2024-01-15,2025-07-01,3
73988324,James Mcgee,james mcgee,IRL,2014-08-25,2014-08-25,1
48172339,James Sekulov,james sekulov,AUS,2000-01-17,2000-01-17,2
59893309,James Ward,james ward,GBR,2009-06-22,2019-01-07,16
95506128,Jamie Baker,jamie baker,GBR,2006-06-26,2013-01-14,7
69549753,Jamie Delgado,jamie delgado,GBR,2000-01-17,2006-06-26,11
38504890,Jan Choinski,jan choinski,GBR,2023-03-07,2024-08-26,4
44344062,Jan Frode Andersen,jan frode andersen,NOR,2001-05-28,2001-05-28,2
82762946,Jan Hajek,jan hajek,CZE,2006-08-28,2014-01-13,20
33087837,Jan Hernych,jan hernych,CZE,2004-06-21,2015-01-19,31
81647881,Jan Kroslak,jan kroslak,SVK,2000-01-17,2000-01-17,2
55017716,Jan Lennard Struff,jan lennard struff,GER,2013-05-27,2024-08-26,66
91502929,Jan Michael Gambill,jan michael gambill,USA,2000-01-17,2005-08-29,41
33007925,Jan Minar,jan minar,CZE,2008-08-25,2008-08-25,1
21678284,Jan Satral,jan satral,CZE,2016-08-29,2016-08-29,2
42327995,Jan Siemerink,jan siemerink,NED,2000-01-17,2001-08-27,9
95270130,Jan Vacek,jan vacek,CZE,2001-06-25,2004-06-21,15
76008160,Janko Tipsarevic,janko tipsarevic,SRB,2003-08-25,2019-08-26,103
26618743,Jannik Sinner,jannik sinner,ITA,2019-08-26,2025-07-13,79
82355692,Jared Donaldson,jared donaldson,USA,2014-08-25,2018-05-28,17
8142823,Jarkko Nieminen,jarkko nieminen,FIN,2002-01-14,2015-08-31,106
95509998,Jaroslav Pospisil,jaroslav pospisil,CZE,2011-06-20,2011-06-20,1
55978194,Jason Jung,jason jung,TPE,2018-02-07,2020-09-28,3
67914159,Jason Kubler,jason kubler,AUS,2010-01-18,2024-01-15,22
78170813,Jason Stoltenberg,jason stoltenberg,AUS,2000-01-17,2001-06-25,10
3173899,Jaume Munar,jaume munar,ESP,2018-01-15,2025-07-05,34
93634128,Javier Marti,javier marti,ESP,2011-05-22,2011-05-22,1
76810834,Jay Clarke,jay clarke,GBR,2018-02-07,2025-07-01,5
97090208,Jaymon Crabb,jaymon crabb,AUS,2002-01-14,2003-01-13,3
35885002,Jc Aragone,jc aragone,USA,2017-08-28,2017-08-28,1
11443923,Jean Christophe Faurel,jean christophe faurel,FRA,2006-01-16,2006-06-26,4
59069525,Jean Francois Bachelot,jean francois bachelot,FRA,2002-01-14,2002-06-24,3
45134961,Jean Rene Lisnard,jean rene lisnard,MON,2000-05-29,2011-08-29,27
2686996,Jeff Morrison,jeff morrison,USA,2002-06-24,2006-08-28,12
93389799,Jeff Salzenstein,jeff salzenstein,USA,2003-08-25,2004-06-21,4
42772009,Jeff Tarango,jeff tarango,USA,2000-01-17,2001-01-15,6
9659505,Jens Knippschild,jens knippschild,GER,2000-01-17,2002-05-27,9
38209508,Jenson Brooksby,jenson brooksby,USA,2018-08-27,2025-07-02,18
77802027,Jeremy Chardy,jeremy chardy,FRA,2006-05-29,2023-03-07,110
48827713,Jerome Golmard,jerome golmard,FRA,2000-01-17,2004-08-30,22
73336578,Jerome Haehnel,jerome haehnel,FRA,2004-05-24,2007-05-28,6
14823942,Jerzy Janowicz,jerzy janowicz,POL,2012-06-25,2017-05-29,42
6282162,Jesper De Jong,jesper de jong,NED,2024-01-15,2024-05-27,4
58770334,Jesse Huta Galung,jesse huta galung,NED,2008-05-25,2014-01-13,5
63256272,Jesse Levine,jesse levine,CAN,2007-08-27,2013-06-24,23
45355814,Jesse Witten,jesse witten,USA,2006-08-28,2010-06-21,6
65345637,Jim Courier,jim courier,USA,2000-01-17,2000-01-17,1
43039098,Jimmy Wang,jimmy wang,TPE,2004-06-21,2015-01-19,20
54821561,Jiri Lehecka,jiri lehecka,CZE,2022-01-17,2025-07-02,21
32860737,Jiri Novak,jiri novak,CZE,2000-01-17,2006-08-28,65
74469197,Jiri Vanek,jiri vanek,CZE,2000-01-17,2009-05-25,29
71626122,Jiri Vesely,jiri vesely,CZE,2013-05-27,2024-01-15,67
59742436,Jo-Wilfried Tsonga,jo-wilfried tsonga,FRA,2005-05-23,2022-05-23,170
74742137,Joachim Johansson,joachim johansson,SWE,2003-01-13,2007-01-15,24
36511109,Joao Sousa,joao sousa,POR,2012-05-27,2023-01-16,65
81076851,Joao Souza,joao souza,BRA,2011-08-29,2015-08-31,7
29209023,John Isner,john isner,USA,2007-08-27,2023-08-28,146
23031577,John Millman,john millman,AUS,2013-01-14,2023-01-16,51
4581515,John Patrick Smith,john patrick smith,AUS,2013-01-14,2020-01-20,6
10514968,John Van Lottum,john van lottum,NED,2000-01-17,2004-06-21,15
78613276,Jonas Bjorkman,jonas bjorkman,SWE,2000-01-17,2008-06-23,74
52905542,Jonathan Dasnieres De Veigy,jonathan dasnieres de veigy,FRA,2011-08-29,2012-05-27,2
74355811,Jonathan Eysseric,jonathan eysseric,FRA,2007-05-28,2008-05-25,2
60356443,Jonathan Marray,jonathan marray,GBR,2004-06-21,2007-06-25,3
85221269,Jordan Thompson,jordan thompson,AUS,2014-01-13,2025-07-06,59
1664060,Jordi Samper Montana,jordi samper montana,ESP,2016-05-23,2016-05-23,1
95382419,Jorge Aguilar,jorge aguilar,CHI,2010-05-24,2010-05-24,1
72359225,Jose Acasuso,jose acasuso,ARG,2001-05-28,2010-01-18,45
29265412,Joseph Sirianni,joseph sirianni,AUS,2000-01-17,2008-01-14,4
91515393,Josh Goodall,josh goodall,GBR,2005-06-20,2012-06-25,6
63389461,Josselin Ouanna,josselin ouanna,FRA,2008-05-25,2013-01-14,9
1316993,Jozef Kovalik,jozef kovalik,SVK,2016-01-18,2024-05-27,12
16453018,Juan Antonio Marin,juan antonio marin,CRC,2000-01-17,2006-05-29,7
45635849,Juan Balcells,juan balcells,ESP,2000-05-29,2003-01-13,11
21077683,Juan Carlos Ferrero,juan carlos ferrero,ESP,2000-01-17,2012-06-25,143
60755367,Juan Ignacio Chela,juan ignacio chela,ARG,2000-05-29,2012-06-25,88
4721340,Juan Ignacio Londero,juan ignacio londero,ARG,2019-01-07,2022-05-23,16
26581288,Juan Manuel Cerundolo,juan manuel cerundolo,ARG,2022-01-17,2023-08-28,4
82453538,Juan Martin del Potro,juan martin del potro,ARG,2006-05-29,2019-05-27,133
84030569,Juan Monaco,juan monaco,ARG,2004-05-24,2016-08-29,75
96523544,Juan Pablo Brzezicki,juan pablo brzezicki,ARG,2005-05-23,2009-08-31,6
63466344,Juan Pablo Guzman,juan pablo guzman,ARG,2002-06-24,2007-08-27,4
73836961,Juan Pablo Varillas,juan pablo varillas,PER,2022-05-23,2024-01-15,10
62460378,Julian Alonso,julian alonso,ESP,2000-01-17,2000-01-17,1
24515264,Julian Knowle,julian knowle,AUT,2001-06-25,2004-06-21,9
17412605,Julian Reister,julian reister,GER,2010-05-24,2014-06-23,14
29290503,Julien Benneteau,julien benneteau,FRA,2002-05-27,2018-08-27,104
44184634,Julien Boutter,julien boutter,FRA,2000-01-17,2004-06-21,21
22306349,Julien Jeanpierre,julien jeanpierre,FRA,2004-05-24,2004-05-24,3
18073117,Julien Varlet,julien varlet,FRA,2002-05-27,2003-05-26,4
26422412,Julio Silva,julio silva,BRA,2006-05-29,2010-08-30,2
27684507,Juncheng Shang,juncheng shang,CHN,2023-01-16,2025-01-13,11
62094560,Jurgen Melzer,jurgen melzer,AUT,2000-06-26,2017-01-16,112
56466670,Jurgen Zopp,jurgen zopp,EST,2012-01-16,2018-05-28,14
79511522,Jurij Rodionov,jurij rodionov,AUT,2020-09-28,2023-05-29,3
60422944,Justin Bower,justin bower,RSA,2000-06-26,2002-06-24,3
59082804,Justin Gimelstob,justin gimelstob,USA,2000-05-29,2007-08-27,31
51843347,Kamil Majchrzak,kamil majchrzak,POL,2019-01-07,2025-07-06,16
92203525,Karen Khachanov,karen khachanov,RUS,2016-08-29,2025-07-08,92
49269647,Karim Alami,karim alami,MAR,2000-01-17,2001-08-27,12
19715011,Karol Beck,karol beck,SVK,2002-06-24,2012-08-27,37
15540789,Karol Kucera,karol kucera,SVK,2000-01-17,2005-08-29,34
31712579,Kei Nishikori,kei nishikori,JPN,2008-06-23,2025-01-15,150
78843743,Kenneth Carlsen,kenneth carlsen,DEN,2001-06-25,2006-05-29,24
33725662,Kenny De Schepper,kenny de schepper,FRA,2011-06-20,2016-05-23,20
98995085,Kevin Anderson,kevin anderson,RSA,2008-01-14,2022-01-17,124
49462613,Kevin Kim,kevin kim,USA,2000-08-28,2009-08-31,22
41977191,Kevin King,kevin king,USA,2018-01-15,2018-01-15,1
31628674,Kevin Ullyett,kevin ullyett,ZIM,2000-01-17,2000-01-17,2
58962440,Kimmer Coppejans,kimmer coppejans,BEL,2015-05-24,2023-03-07,4
15099606,Kj Hippensteel,kj hippensteel,USA,2004-08-30,2004-08-30,1
96890866,Konstantin Kravchuk,konstantin kravchuk,RUS,2014-06-23,2017-05-29,5
63396862,Konstantinos Economidis,konstantinos economidis,GRE,2002-06-24,2008-01-14,5
80554478,Kristian Pless,kristian pless,DEN,2001-05-28,2007-08-27,27
87897439,Kristof Vliegen,kristof vliegen,BEL,2003-08-25,2010-08-30,32
2199745,Kyle Edmund,kyle edmund,GBR,2013-06-24,2023-01-16,48
46083206,Kyrian Jacquet,kyrian jacquet,FRA,2024-08-26,2025-05-25,1
35276782,Ladislav Svarc,ladislav svarc,SVK,2001-01-15,2001-01-15,1
78876320,Lamine Ouahab,lamine ouahab,ALG,2009-01-19,2009-01-19,1
40266991,Landaluce M.,landaluce m,ESP,2025-01-13,2025-01-13,1
44391457,Lars Burgsmuller,lars burgsmuller,GER,2000-08-28,2006-01-16,32
23946905,Laslo Djere,laslo djere,SRB,2016-05-23,2025-06-30,42
15801505,Laurence Tieleman,laurence tieleman,ITA,2000-01-17,2000-06-26,3
33741490,Laurent Lokoli,laurent lokoli,FRA,2014-05-26,2023-03-07,5
79207624,Laurent Recouderc,laurent recouderc,FRA,2007-05-28,2010-05-24,5
72775784,Leander Paes,leander paes,IND,2000-01-17,2001-06-25,4
25946104,Learner Tien,learner tien,USA,2022-08-29,2025-07-02,7
70387149,Lee Childs,lee childs,GBR,2001-06-25,2007-06-25,5
80481585,Leonardo Mayer,leonardo mayer,ARG,2009-05-25,2020-08-31,73
49230813,Levar Harper Griffith,levar harper griffith,USA,2001-08-27,2001-08-27,1
70945537,Li Tu,li tu,AUS,2021-08-02,2025-01-12,2
10631763,Liam Broady,liam broady,GBR,2015-06-29,2024-01-07,15
19420381,Llamas Ruiz P.,llamas ruiz p,ESP,2025-05-26,2025-05-26,1
53162960,Lleyton Hewitt,lleyton hewitt,AUS,2000-01-17,2016-01-18,201
32879539,Lloyd Harris,lloyd harris,RSA,2018-08-27,2025-07-02,34
95795271,Lorenzo Giustino,lorenzo giustino,ITA,2020-01-20,2020-09-28,3
75117239,Lorenzo Manta,lorenzo manta,SUI,2000-01-17,2000-01-17,1
58373494,Lorenzo Musetti,lorenzo musetti,ITA,2021-05-31,2025-07-01,36
73459386,Lorenzo Sonego,lorenzo sonego,ITA,2018-01-15,2025-07-07,49
25467094,Louk Sorensen,louk sorensen,IRL,2010-01-18,2011-08-29,3
88481648,Luca Nardi,luca nardi,ITA,2024-01-07,2025-07-01,3
51838421,Luca Van Assche,luca van assche,FRA,2023-01-16,2024-05-27,10
79776467,Luca Vanni,luca vanni,ITA,2015-05-24,2019-01-14,4
93355379,Lucas Pouille,lucas pouille,FRA,2013-05-27,2025-01-12,63
99747631,Luciano Darderi,luciano darderi,ITA,2024-01-07,2025-07-04,5
15227183,Luis Horna,luis horna,PER,2002-08-26,2008-08-25,34
79637651,Luka Gregorc,luka gregorc,SLO,2009-06-22,2009-06-22,1
49153720,Lukas Dlouhy,lukas dlouhy,CZE,2005-05-23,2008-01-14,14
36658708,Lukas Klein,lukas klein,SVK,2022-06-27,2025-01-13,3
49958108,Lukas Lacko,lukas lacko,SVK,2007-01-15,2018-08-27,48
28593290,Lukas Rosol,lukas rosol,CZE,2010-08-30,2022-06-27,41
39549412,Lukasz Kubot,lukasz kubot,POL,2006-08-28,2014-06-23,42
80391709,Luke Milligan,luke milligan,GBR,2001-06-25,2001-06-25,1
71267884,Luke Saville,luke saville,AUS,2013-01-14,2016-06-27,6
31755184,Mackenzie Mcdonald,mackenzie mcdonald,USA,2016-08-29,2025-06-30,43
77748447,Magnus Gustafsson,magnus gustafsson,SWE,2000-05-29,2001-08-27,8
72359365,Magnus Larsson,magnus larsson,SWE,2001-05-28,2003-01-13,9
92541299,Magnus Norman,magnus norman,SWE,2000-01-17,2003-08-25,28
67914333,Mahesh Bhupathi,mahesh bhupathi,IND,2000-06-26,2000-06-26,1
6595051,Maks Kasnikowski,maks kasnikowski,POL,2024-08-26,2024-08-26,1
56066690,Malek Jaziri,malek jaziri,TUN,2011-08-29,2019-05-27,35
18366465,Manuel Guinard,manuel guinard,FRA,2022-05-23,2022-05-23,1
32906707,Marat Safin,marat safin,RUS,2000-01-17,2009-08-31,116
28716698,Marc Andrea Huesler,marc andrea huesler,SUI,2022-06-27,2023-08-28,6
9471621,Marc Gicquel,marc gicquel,FRA,2004-05-24,2013-06-24,39
26781170,Marc Kevin Goellner,marc kevin goellner,GER,2001-05-28,2001-05-28,1
90772965,Marc Kimmich,marc kimmich,AUS,2005-01-17,2006-01-16,2
91795343,Marc Lopez,marc lopez,ESP,2003-05-26,2008-05-25,5
43643267,Marc Polmans,marc polmans,AUS,2019-01-14,2024-01-15,10
61429607,Marc Rosset,marc rosset,SUI,2000-01-17,2003-06-23,21
85835955,Marcel Granollers,marcel granollers,ESP,2006-06-26,2019-08-26,81
79132153,Marcelo Charpentier,marcelo charpentier,ARG,2000-05-29,2000-05-29,2
37813592,Marcelo Rios,marcelo rios,CHI,2000-05-29,2003-05-26,19
19421898,Marco Cecchinato,marco cecchinato,ITA,2015-08-31,2023-08-28,33
21132808,Marco Chiudinelli,marco chiudinelli,SUI,2006-08-28,2016-08-29,17
27514929,Marco Crugnola,marco crugnola,ITA,2011-01-17,2011-01-17,1
53123998,Marco Trungelliti,marco trungelliti,ARG,2016-01-18,2022-01-17,14
17680875,Marcos Baghdatis,marcos baghdatis,CYP,2004-08-30,2019-01-07,121
88783669,Marcos Daniel,marcos daniel,BRA,2003-01-13,2011-01-17,17
92165347,Marcos Giron,marcos giron,USA,2014-08-25,2025-07-03,33
97518301,Marcos Ondruska,marcos ondruska,RSA,2001-01-15,2001-05-28,3
37483473,Marcus Willis,marcus willis,GBR,2016-06-27,2016-06-27,2
57627587,Mardy Fish,mardy fish,USA,2000-08-28,2015-08-31,91
31008583,Mariano Delfino,mariano delfino,ARG,2003-05-26,2003-05-26,1
70321718,Mariano Navone,mariano navone,ARG,2024-01-07,2025-07-03,6
75967012,Mariano Puerta,mariano puerta,ARG,2000-01-17,2005-08-29,25
51436541,Mariano Zabaleta,mariano zabaleta,ARG,2000-01-17,2008-01-14,42
31316536,Marin Cilic,marin cilic,CRO,2007-01-15,2025-07-07,196
32189323,Marinko Matosevic,marinko matosevic,AUS,2010-01-18,2015-06-29,21
42227655,Mario Ancic,mario ancic,CRO,2002-06-24,2009-01-19,64
55239023,Mario Vilella Martinez,mario vilella martinez,ESP,2020-01-20,2021-08-02,3
59997146,Marius Copil,marius copil,ROU,2015-01-19,2019-08-26,16
76275784,Mark Hilton,mark hilton,GBR,2001-06-25,2004-06-21,4
91384217,Mark Lajal,mark lajal,EST,2024-01-07,2024-01-07,1
89146262,Mark Philippoussis,mark philippoussis,AUS,2000-01-17,2006-08-28,56
41571125,Mark Woodforde,mark woodforde,AUS,2000-01-17,2000-06-26,3
13798458,Markus Hantschk,markus hantschk,GER,2000-05-29,2001-01-15,5
10565806,Markus Hipfl,markus hipfl,AUT,2000-01-17,2002-06-24,12
75842846,Marsel Ilhan,marsel ilhan,TUR,2009-08-31,2016-05-23,19
46770959,Martin Alund,martin alund,ARG,2013-05-27,2013-06-24,2
16014662,Martin Damm Sr,martin damm sr,CZE,2000-01-17,2002-01-14,10
74470268,Martin Fischer,martin fischer,AUT,2010-05-24,2011-06-20,4
63033541,Martin Klizan,martin klizan,SVK,2010-08-30,2019-08-26,46
23469602,Martin Lee,martin lee,GBR,2000-06-26,2006-06-26,11
68527135,Martin Rodriguez,martin rodriguez,ARG,2000-01-17,2000-05-29,2
54777472,Martin Slanar,martin slanar,AUT,2008-01-14,2008-01-14,1
24986269,Martin Vassallo Arguello,martin vassallo arguello,ARG,2002-05-27,2010-01-18,24
3908504,Martin Verkerk,martin verkerk,NED,2002-08-26,2007-05-28,19
36186323,Marton Fucsovics,marton fucsovics,HUN,2016-08-29,2025-07-05,59
757042,Mate Valkusz,mate valkusz,HUN,2024-01-15,2024-01-15,1
33821870,Mathias Bourgue,mathias bourgue,FRA,2016-05-23,2021-05-31,4
16508378,Mathieu Montcourt,mathieu montcourt,FRA,2006-05-29,2009-05-25,7
39723020,Matias Boeker,matias boeker,USA,2002-08-26,2002-08-26,1
53816847,Matt Reid,matt reid,AUS,2013-06-24,2013-06-24,1
99099448,Matteo Arnaldi,matteo arnaldi,ITA,2023-03-07,2025-07-01,17
3867010,Matteo Berrettini,matteo berrettini,ITA,2018-01-15,2025-06-30,72
78580397,Matteo Viola,matteo viola,ITA,2012-01-16,2012-01-16,1
50075584,Matthew Barton,matthew barton,AUS,2016-06-27,2016-06-27,2
70153160,Matthew Breen,matthew breen,AUS,2001-01-15,2001-01-15,1
1836928,Matthew Ebden,matthew ebden,AUS,2010-01-18,2019-05-27,32
98936039,Matthew Forbes,matthew forbes,USA,2024-08-26,2024-08-26,1
72024767,Matthias Bachinger,matthias bachinger,GER,2011-06-20,2018-01-15,11
37245147,Mattia Bellucci,mattia bellucci,ITA,2023-01-16,2025-07-04,5
54365619,Max Mirnyi,max mirnyi,BLR,2000-01-17,2007-08-27,62
53992293,Max Purcell,max purcell,AUS,2020-01-20,2024-08-26,14
85893318,Maxime Authom,maxime authom,BEL,2012-08-27,2013-01-14,2
57114045,Maxime Cressy,maxime cressy,USA,2020-08-31,2023-05-29,18
27023685,Maxime Hamou,maxime hamou,FRA,2015-05-24,2017-05-29,2
34779839,Maxime Janvier,maxime janvier,FRA,2018-05-28,2024-01-07,4
2643748,Maxime Teixeira,maxime teixeira,FRA,2011-05-22,2013-05-27,3
